t_sim_s,step,iteration,x,y,z,true_gas_ppm,measured_gas_ppm,sensor_mode,seed
0.200000,1,1050,-3.1700,-1.7500,0.3000,0.034033,0.000000,asymmetric,12
0.400000,2,1051,-3.1700,-1.7500,0.3000,0.033966,0.000000,asymmetric,12
0.600000,3,1052,-3.1700,-1.7500,0.3000,0.034181,0.005225,asymmetric,12
0.800000,4,1053,-3.1700,-1.7500,0.3000,0.034987,0.009637,asymmetric,12
1.000000,5,1054,-3.1700,-1.7500,0.3000,0.034478,0.013405,asymmetric,12
1.200000,6,1055,-3.1700,-1.7500,0.3000,0.035881,0.016718,asymmetric,12
1.400000,7,1056,-3.1700,-1.7500,0.3000,0.036823,0.019445,asymmetric,12
1.600000,8,1057,-3.1700,-1.7500,0.3000,0.037020,0.021968,asymmetric,12
1.800000,9,1058,-3.1700,-1.7500,0.3000,0.036789,0.024249,asymmetric,12
2.000000,10,1059,-3.1700,-1.7500,0.3000,0.037826,0.026209,asymmetric,12
2.200000,11,1060,-3.1700,-1.7500,0.3000,0.037173,0.027833,asymmetric,12
2.400000,12,1061,-3.1700,-1.7500,0.3000,0.034871,0.029367,asymmetric,12
2.600000,13,1062,-3.1700,-1.7500,0.3000,0.036370,0.030566,asymmetric,12
2.800000,14,1063,-3.1700,-1.7500,0.3000,0.035303,0.031227,asymmetric,12
3.000000,15,1064,-3.1700,-1.7500,0.3000,0.032343,0.032016,asymmetric,12
3.200000,16,1065,-3.1700,-1.7500,0.3000,0.029488,0.032521,asymmetric,12
3.400000,17,1066,-3.1700,-1.7500,0.3000,0.028381,0.032493,asymmetric,12
3.600000,18,1067,-3.1700,-1.7500,0.3000,0.027306,0.032032,asymmetric,12
3.800000,19,1068,-3.1700,-1.7500,0.3000,0.027378,0.031471,asymmetric,12
4.000000,20,1069,-3.1700,-1.7500,0.3000,0.028492,0.030832,asymmetric,12
4.200000,21,1070,-3.1700,-1.7500,0.3000,0.028802,0.030302,asymmetric,12
4.400000,22,1071,-3.1700,-1.7500,0.3000,0.029545,0.030024,asymmetric,12
4.600000,23,1072,-3.1700,-1.7500,0.3000,0.031439,0.029836,asymmetric,12
4.800000,24,1073,-3.1700,-1.7500,0.3000,0.034246,0.029792,asymmetric,12
5.000000,25,1074,-3.1700,-1.7500,0.3000,0.034132,0.030044,asymmetric,12
5.200000,26,1075,-3.1700,-1.7500,0.3000,0.032170,0.030689,asymmetric,12
5.400000,27,1076,-3.1700,-1.7500,0.3000,0.032369,0.031218,asymmetric,12
5.600000,28,1077,-3.1700,-1.7500,0.3000,0.032728,0.031364,asymmetric,12
5.800000,29,1078,-3.1700,-1.7500,0.3000,0.032376,0.031518,asymmetric,12
6.000000,30,1079,-3.1700,-1.7500,0.3000,0.034455,0.031704,asymmetric,12
6.200000,31,1080,-3.1700,-1.7500,0.3000,0.033488,0.031807,asymmetric,12
6.400000,32,1081,-3.1700,-1.7500,0.3000,0.033930,0.032214,asymmetric,12
6.600000,33,1082,-3.1700,-1.7500,0.3000,0.035225,0.032409,asymmetric,12
6.800000,34,1083,-3.1700,-1.7500,0.3000,0.038151,0.032643,asymmetric,12
7.000000,35,1084,-3.1700,-1.7500,0.3000,0.041099,0.033039,asymmetric,12
7.200000,36,1085,-3.1700,-1.7500,0.3000,0.039790,0.033824,asymmetric,12
7.400000,37,1086,-3.1700,-1.7500,0.3000,0.050439,0.034941,asymmetric,12
7.600000,38,1087,-3.1700,-1.7500,0.3000,0.049861,0.035685,asymmetric,12
7.800000,39,1088,-3.1700,-1.7500,0.3000,0.052524,0.037950,asymmetric,12
8.000000,40,1089,-3.1700,-1.7500,0.3000,0.054039,0.039779,asymmetric,12
8.200000,41,1090,-3.1700,-1.7500,0.3000,0.053915,0.041735,asymmetric,12
8.400000,42,1091,-3.1700,-1.7500,0.3000,0.052643,0.043624,asymmetric,12
8.600000,43,1092,-3.1700,-1.7500,0.3000,0.052380,0.045204,asymmetric,12
8.800000,44,1093,-3.1700,-1.7500,0.3000,0.058164,0.046346,asymmetric,12
9.000000,45,1094,-3.1700,-1.7500,0.3000,0.057117,0.047272,asymmetric,12
9.200000,46,1095,-3.1700,-1.7500,0.3000,0.053235,0.048945,asymmetric,12
9.400000,47,1096,-3.1700,-1.7500,0.3000,0.050186,0.050199,asymmetric,12
9.600000,48,1097,-3.1700,-1.7500,0.3000,0.047921,0.050665,asymmetric,12
9.800000,49,1098,-3.1700,-1.7500,0.3000,0.045600,0.050592,asymmetric,12
10.000000,50,1099,-3.1700,-1.7500,0.3000,0.045079,0.050182,asymmetric,12
10.200000,51,1100,-3.1700,-1.7500,0.3000,0.045981,0.049478,asymmetric,12
10.400000,52,1101,-3.1700,-1.7500,0.3000,0.047036,0.048803,asymmetric,12
10.600000,53,1102,-3.1700,-1.7500,0.3000,0.056238,0.048370,asymmetric,12
10.800000,54,1103,-3.1700,-1.7500,0.3000,0.059073,0.048165,asymmetric,12
11.000000,55,1104,-3.1700,-1.7500,0.3000,0.065722,0.049404,asymmetric,12
11.200000,56,1105,-3.1700,-1.7500,0.3000,0.072192,0.050889,asymmetric,12
11.400000,57,1106,-3.1700,-1.7500,0.3000,0.078125,0.053166,asymmetric,12
11.600000,58,1107,-3.1700,-1.7500,0.3000,0.082505,0.056087,asymmetric,12
11.800000,59,1108,-3.1700,-1.7500,0.3000,0.084666,0.059470,asymmetric,12
12.000000,60,1109,-3.1700,-1.7500,0.3000,0.087097,0.063006,asymmetric,12
12.200000,61,1110,-3.1700,-1.7500,0.3000,0.090515,0.066332,asymmetric,12
12.400000,62,1111,-3.1700,-1.7500,0.3000,0.091036,0.069519,asymmetric,12
