t_sim_s,step,x,y,z,yaw,vx,vy,vz,wind_id,baseline_angle_deg,baseline_length_m
0.0,1,0.7912445508969578,-4.20088005065918,0.4,1.5707963267948966,0.0,0.3499999999999999,0.0,W_fast,30,2.0
0.2,2,0.8381179103924047,-4.204456487010226,0.4,1.5707963267948966,0.0,0.3499999999999999,0.0,W_fast,35,2.0
0.4,3,0.9312253685112709,-4.243667517294572,0.4,0.0,0.35,0.0,0.0,W_fast,40,2.0
0.6000000000000001,4,1.001225368511271,-4.243667517294572,0.4,0.0,0.35,0.0,0.0,W_fast,40,2.0
0.8,5,1.071225368511271,-4.243667517294572,0.4,0.0,0.35,0.0,0.0,W_fast,40,2.0
1.0,6,1.1412253685112712,-4.243667517294572,0.4,0.0,0.35,0.0,0.0,W_fast,40,2.0
1.2000000000000002,7,1.1912252254601237,-4.2236673742434245,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,40,2.0
1.4000000000000001,8,1.250162887392554,-4.2179865457434325,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,45,2.0
1.6,9,1.3101631258111333,-4.207986784162012,0.4,0.0,0.35,0.0,0.0,W_fast,45,2.0
1.8,10,1.380163125811133,-4.207986784162012,0.4,0.0,0.35,0.0,0.0,W_fast,45,2.0
2.0,11,1.4501631258111334,-4.207986784162012,0.4,0.0,0.35,0.0,0.0,W_fast,45,2.0
2.2,12,1.734651692940697,-4.337187837695829,0.4,1.5707963267948966,0.0,0.3499999999999999,0.0,W_fast,65,2.0
2.4000000000000004,13,1.8984509095788757,-4.3268058769482485,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,75,2.0
2.6,14,1.9084508142114442,-4.266805781580817,0.4,0.0,0.35,0.0,0.0,W_fast,75,2.0
2.8000000000000003,15,1.978450814211444,-4.266805781580817,0.4,0.0,0.35,0.0,0.0,W_fast,75,2.0
3.0,16,1.998450814211444,-4.216805781580817,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,75,2.0
3.2,17,1.998450814211444,-4.146805781580817,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,75,2.0
3.4000000000000004,18,1.915249715988296,-4.0505725760776565,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,70,2.0
3.6,19,1.975249906723159,-4.040572766812519,0.4,0.0,0.35,0.0,0.0,W_fast,70,2.0
3.8000000000000003,20,1.9346515022058337,-3.9771876469609664,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,65,2.0
4.0,21,1.9346515022058337,-3.9071876469609665,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,65,2.0
4.2,22,1.787269859313965,-3.866905168341323,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,60,2.0
4.4,23,1.7572698593139648,-3.826905168341323,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,60,2.0
4.6000000000000005,24,1.6736933275954868,-3.7200319042133083,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,55,2.0
