arm,candidate_id,origin_i,origin_j,size_i,size_j,center_x,center_y,source_score,map_file
A,quadtree_14_31_1_1,14,31,1,1,-3.2000000178813934,1.5700002610683441,0.0313918468406821858291,maps/quadtree_14_31_1_1.f32
A,quadtree_7_27_1_1,7,27,1,1,-5.3000001013278961,0.3700002133846283,2.92823838551836146678e-05,maps/quadtree_7_27_1_1.f32
A,quadtree_8_19_4_5,8,19,4,5,-4.5500000715255737,-1.4299998581409454,5.13071791225275035035e-08,maps/quadtree_8_19_4_5.f32
A,quadtree_19_27_2_2,19,27,2,2,-1.5499999523162842,0.52000021934509277,0.0925121532086001929508,maps/quadtree_19_27_2_2.f32
A,quadtree_24_25_1_1,24,25,1,1,-0.19999989867210388,-0.22999981045722961,0.0314836187793299781164,maps/quadtree_24_25_1_1.f32
A,quadtree_26_27_2_2,26,27,2,2,0.55000013113021851,0.52000021934509277,0.031391846842690240254,maps/quadtree_26_27_2_2.f32
A,quadtree_28_27_1_1,28,27,1,1,1.0000001490116119,0.3700002133846283,0.0313918468406821858291,maps/quadtree_28_27_1_1.f32
A,quadtree_6_10_2_3,6,10,2,3,-5.4500001072883606,-4.429999977350235,0.00097923068753030844843,maps/quadtree_6_10_2_3.f32
A,quadtree_4_5_4_5,4,5,4,5,-5.7500001192092896,-5.6300000250339508,5.73193286570078321471e-06,maps/quadtree_4_5_4_5.f32
A,quadtree_15_10_1_2,15,10,1,2,-2.9000000059604645,-4.5799999833106995,0.0313918468406821858291,maps/quadtree_15_10_1_2.f32
A,quadtree_17_10_1_2,17,10,1,2,-2.2999999821186066,-4.5799999833106995,0.0313918468406821858291,maps/quadtree_17_10_1_2.f32
A,quadtree_19_14_1_1,19,14,1,1,-1.6999999582767487,-3.5299999415874481,0.0313918470314618958487,maps/quadtree_19_14_1_1.f32
A,quadtree_26_5_2_3,26,5,2,3,0.55000013113021851,-5.9300000369548798,0.0313918468406821858291,maps/quadtree_26_5_2_3.f32
A,quadtree_26_1_2_4,26,1,2,4,0.55000013113021851,-6.9800000786781311,0.0313918468406821858291,maps/quadtree_26_1_2_4.f32
A,quadtree_25_1_1_2,25,1,1,2,0.10000011324882507,-7.2800000905990601,0.0313918468406821858291,maps/quadtree_25_1_1_2.f32
A,quadtree_24_3_2_5,24,3,2,5,-0.049999892711639404,-6.2300000488758087,0.0313918468406821858291,maps/quadtree_24_3_2_5.f32
A,quadtree_23_3_1_2,23,3,1,2,-0.49999991059303284,-6.6800000667572021,0.0313918468406821858291,maps/quadtree_23_3_1_2.f32
A,quadtree_21_4_2_1,21,4,2,1,-0.94999992847442627,-6.5300000607967377,0.0313918468406821858291,maps/quadtree_21_4_2_1.f32
A,quadtree_20_3_1_2,20,3,1,2,-1.3999999463558197,-6.6800000667572021,0.0313918468406821858291,maps/quadtree_20_3_1_2.f32
A,quadtree_16_2_1_2,16,2,1,2,-2.5999999940395355,-6.9800000786781311,0.0313918468406821858291,maps/quadtree_16_2_1_2.f32
A,quadtree_17_3_1_2,17,3,1,2,-2.2999999821186066,-6.6800000667572021,0.0313918468406821858291,maps/quadtree_17_3_1_2.f32
A,quadtree_14_4_3_1,14,4,3,1,-2.9000000059604645,-6.5300000607967377,0.0313918468406821858291,maps/quadtree_14_4_3_1.f32
A,quadtree_15_5_3_5,15,5,3,5,-2.5999999940395355,-5.6300000250339508,0.0313918468406821858291,maps/quadtree_15_5_3_5.f32
A,quadtree_26_14_2_3,26,14,2,3,0.55000013113021851,-3.2299999296665192,0.0313918468406821858291,maps/quadtree_26_14_2_3.f32
A,quadtree_23_14_1_3,23,14,1,3,-0.49999991059303284,-3.2299999296665192,0.0313918468406821858291,maps/quadtree_23_14_1_3.f32
A,quadtree_24_12_2_5,24,12,2,5,-0.049999892711639404,-3.5299999415874481,0.0313918468406821858291,maps/quadtree_24_12_2_5.f32
A,quadtree_20_5_4_3,20,5,4,3,-0.94999992847442627,-5.9300000369548798,0.0313918468406821858291,maps/quadtree_20_5_4_3.f32
A,quadtree_12_19_5_5,12,19,5,5,-3.2000000178813934,-1.4299998581409454,1.57693478934498786011e-07,maps/quadtree_12_19_5_5.f32
A,quadtree_21_25_1_4,21,25,1,4,-1.0999999344348907,0.22000020742416382,0.0777620260726682860296,maps/quadtree_21_25_1_4.f32
A,quadtree_20_23_1_4,20,23,1,4,-1.3999999463558197,-0.37999981641769409,0.0964110714020277413124,maps/quadtree_20_23_1_4.f32
A,quadtree_19_25_1_2,19,25,1,2,-1.6999999582767487,-0.079999804496765137,0.0755477971356373504888,maps/quadtree_19_25_1_2.f32
A,quadtree_17_26_2_2,17,26,2,2,-2.1499999761581421,0.22000020742416382,0.0174783130263921147976,maps/quadtree_17_26_2_2.f32
A,quadtree_21_33_4_1,21,33,4,1,-0.64999991655349731,2.170000284910202,0.0314348876287527172972,maps/quadtree_21_33_4_1.f32
A,quadtree_26_35_2_2,26,35,2,2,0.55000013113021851,2.9200003147125244,0.0313918468406821858291,maps/quadtree_26_35_2_2.f32
A,quadtree_21_34_5_3,21,34,5,3,-0.49999991059303284,2.7700003087520599,0.031391846880836998308,maps/quadtree_21_34_5_3.f32
A,quadtree_20_29_1_3,20,29,1,3,-1.3999999463558197,1.2700002491474152,0.0528808038122673176445,maps/quadtree_20_29_1_3.f32
A,quadtree_15_31_5_1,15,31,5,1,-2.2999999821186066,1.5700002610683441,0.0331382054320980659949,maps/quadtree_15_31_5_1.f32
A,quadtree_17_32_4_4,17,32,4,4,-1.8499999642372131,2.3200002908706665,0.0318716987752270631392,maps/quadtree_17_32_4_4.f32
A,quadtree_15_32_2_4,15,32,2,4,-2.75,2.3200002908706665,0.0313918468406821858291,maps/quadtree_15_32_2_4.f32
A,quadtree_18_36_2_1,18,36,2,1,-1.8499999642372131,3.0700003206729889,0.0313918468406822171998,maps/quadtree_18_36_2_1.f32
A,quadtree_12_36_5_1,12,36,5,1,-3.2000000178813934,3.0700003206729889,0.0313918468406821858291,maps/quadtree_12_36_5_1.f32
A,quadtree_8_24_4_4,8,24,4,4,-4.5500000715255737,-0.079999804496765137,9.61941626310845262843e-08,maps/quadtree_8_24_4_4.f32
A,quadtree_7_20_1_2,7,20,1,2,-5.3000001013278961,-1.5799998641014099,2.18421532171587617812e-06,maps/quadtree_7_20_1_2.f32
A,quadtree_2_19_5_3,2,19,5,3,-6.200000137090683,-1.7299998700618744,0.000138966123580727338235,maps/quadtree_2_19_5_3.f32
A,quadtree_9_32_1_3,9,32,1,3,-4.7000000774860382,2.170000284910202,0.0313918468406821858291,maps/quadtree_9_32_1_3.f32
A,quadtree_10_36_2_1,10,36,2,1,-4.2500000596046448,3.0700003206729889,0.0313918468406821858291,maps/quadtree_10_36_2_1.f32
A,quadtree_6_31_1_5,6,31,1,5,-5.6000001132488251,2.170000284910202,0.0493121168323755707437,maps/quadtree_6_31_1_5.f32
A,quadtree_5_29_1_3,5,29,1,3,-5.900000125169754,1.2700002491474152,0.00848781103174832329616,maps/quadtree_5_29_1_3.f32
A,quadtree_2_31_3_1,2,31,3,1,-6.5000001490116119,1.5700002610683441,0.0628160095618355959263,maps/quadtree_2_31_3_1.f32
A,quadtree_2_36_5_1,2,36,5,1,-6.200000137090683,3.0700003206729889,0.0327052584926840537323,maps/quadtree_2_36_5_1.f32
A,quadtree_9_31_5_1,9,31,5,1,-4.1000000536441803,1.5700002610683441,0.0313918468406821858291,maps/quadtree_9_31_5_1.f32
A,quadtree_1_27_5_2,1,27,5,2,-6.5000001490116119,0.52000021934509277,0.00205300811459559868896,maps/quadtree_1_27_5_2.f32
A,quadtree_6_27_1_2,6,27,1,2,-5.6000001132488251,0.52000021934509277,0.000181358458874331853045,maps/quadtree_6_27_1_2.f32
A,quadtree_6_22_2_5,6,22,2,5,-5.4500001072883606,-0.52999982237815857,4.06230655502193492217e-07,maps/quadtree_6_22_2_5.f32
A,quadtree_1_18_1_4,1,18,1,4,-7.1000001728534698,-1.8799998760223389,0.00344851658362523234356,maps/quadtree_1_18_1_4.f32
A,quadtree_1_22_5_5,1,22,5,5,-6.5000001490116119,-0.52999982237815857,8.20711821126351752431e-05,maps/quadtree_1_22_5_5.f32
A,quadtree_20_10_1_5,20,10,1,5,-1.3999999463558197,-4.129999965429306,0.0313918468406821858291,maps/quadtree_20_10_1_5.f32
A,quadtree_19_19_2_4,19,19,2,4,-1.5499999523162842,-1.5799998641014099,0.0313943625379415661205,maps/quadtree_19_19_2_4.f32
A,quadtree_22_27_4_2,22,27,4,2,-0.34999990463256836,0.52000021934509277,0.0339238063219070849965,maps/quadtree_22_27_4_2.f32
A,quadtree_22_25_2_2,22,25,2,2,-0.64999991655349731,-0.079999804496765137,0.0470594869965829795398,maps/quadtree_22_25_2_2.f32
A,quadtree_24_26_5_1,24,26,5,1,0.40000012516975403,0.070000201463699341,0.0317861783184439413061,maps/quadtree_24_26_5_1.f32
A,quadtree_20_8_2_2,20,8,2,2,-1.2499999403953552,-5.1800000071525574,0.0313918468406821858291,maps/quadtree_20_8_2_2.f32
A,quadtree_10_32_5_4,10,32,5,4,-3.8000000417232513,2.3200002908706665,0.0313918468406821858291,maps/quadtree_10_32_5_4.f32
A,quadtree_2_18_3_1,2,18,3,1,-6.5000001490116119,-2.3299998939037323,0.00459235808820822175254,maps/quadtree_2_18_3_1.f32
A,quadtree_20_1_5_2,20,1,5,2,-0.79999992251396179,-7.2800000905990601,0.0313918468406821858291,maps/quadtree_20_1_5_2.f32
A,quadtree_1_10_5_4,1,10,5,4,-6.5000001490116119,-4.2799999713897705,0.00059601466544244138471,maps/quadtree_1_10_5_4.f32
A,quadtree_6_13_2_3,6,13,2,3,-5.4500001072883606,-3.5299999415874481,0.0126602005362058800559,maps/quadtree_6_13_2_3.f32
A,quadtree_9_18_5_1,9,18,5,1,-4.1000000536441803,-2.3299998939037323,1.58240137170876262992e-05,maps/quadtree_9_18_5_1.f32
A,quadtree_14_18_3_1,14,18,3,1,-2.9000000059604645,-2.3299998939037323,2.31144707104541910817e-05,maps/quadtree_14_18_3_1.f32
A,quadtree_8_9_1_5,8,9,1,5,-5.0000000894069672,-4.429999977350235,0.00150364039245618535014,maps/quadtree_8_9_1_5.f32
A,quadtree_8_14_5_2,8,14,5,2,-4.4000000655651093,-3.3799999356269836,0.0269614677561493015179,maps/quadtree_8_14_5_2.f32
A,quadtree_1_5_3_5,1,5,3,5,-6.8000001609325409,-5.6300000250339508,1.04686870982866421008e-05,maps/quadtree_1_5_3_5.f32
A,quadtree_21_14_2_2,21,14,2,2,-0.94999992847442627,-3.3799999356269836,0.0313918468406821858291,maps/quadtree_21_14_2_2.f32
A,quadtree_2_32_4_4,2,32,4,4,-6.3500001430511475,2.3200002908706665,0.0498284245202741521284,maps/quadtree_2_32_4_4.f32
A,quadtree_1_1_5_4,1,1,5,4,-6.5000001490116119,-6.9800000786781311,8.88234166978862969229e-05,maps/quadtree_1_1_5_4.f32
A,quadtree_6_2_2_3,6,2,2,3,-5.4500001072883606,-6.8300000727176666,0.000491631295629680996845,maps/quadtree_6_2_2_3.f32
A,quadtree_6_1_3_1,6,1,3,1,-5.3000001013278961,-7.4300000965595245,0.00382398662158928586523,maps/quadtree_6_1_3_1.f32
A,quadtree_8_4_1_5,8,4,1,5,-5.0000000894069672,-5.9300000369548798,0.00019898482099120595247,maps/quadtree_8_4_1_5.f32
A,quadtree_11_5_4_5,11,5,4,5,-3.6500000357627869,-5.6300000250339508,0.0313918468406821858291,maps/quadtree_11_5_4_5.f32
A,quadtree_8_2_1_2,8,2,1,2,-5.0000000894069672,-6.9800000786781311,0.00166510220301872050754,maps/quadtree_8_2_1_2.f32
A,quadtree_11_1_3_4,11,1,3,4,-3.8000000417232513,-6.9800000786781311,0.0313918468406821858291,maps/quadtree_11_1_3_4.f32
A,quadtree_13_14_5_2,13,14,5,2,-2.9000000059604645,-3.3799999356269836,0.0340584593906739429405,maps/quadtree_13_14_5_2.f32
A,quadtree_14_1_2_2,14,1,2,2,-3.050000011920929,-7.2800000905990601,0.0313918468406821858291,maps/quadtree_14_1_2_2.f32
A,quadtree_18_14_1_2,18,14,1,2,-1.9999999701976776,-3.3799999356269836,0.0313918468406821858291,maps/quadtree_18_14_1_2.f32
A,quadtree_19_15_2_4,19,15,2,4,-1.5499999523162842,-2.7799999117851257,0.0320202863274292638074,maps/quadtree_19_15_2_4.f32
A,quadtree_16_10_1_4,16,10,1,4,-2.5999999940395355,-4.2799999713897705,0.0313918468406821858291,maps/quadtree_16_10_1_4.f32
A,quadtree_12_24_5_4,12,24,5,4,-3.2000000178813934,-0.079999804496765137,6.68443376228379271947e-06,maps/quadtree_12_24_5_4.f32
